Use,Filename,Target,Name,Waveband,Polaroid Angle,Binning
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.165.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.166.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.167.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.168.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.169.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.170.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.171.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.172.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.173.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.174.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.175.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.176.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.177.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.178.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.179.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.180.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.181.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.182.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.183.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.184.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.185.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.186.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.187.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.188.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.189.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.190.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.191.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.192.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.193.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.194.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.195.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.196.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.197.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.198.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.199.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.200.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.201.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.202.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.203.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.204.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.205.fits,NGC7023,NGC7023_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.206.fits,NGC7023,NGC7023_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.207.fits,NGC7023,NGC7023_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.208.fits,NGC7023,NGC7023_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.209.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.210.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.211.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.212.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.213.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.214.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.215.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.216.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.217.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.218.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.219.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.220.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.221.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.222.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.223.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.224.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.225.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.226.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.227.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.228.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.229.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.230.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.231.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.232.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.233.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.234.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.235.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.236.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.237.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.238.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.239.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.240.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.241.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.242.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.243.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.244.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.245.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.246.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.247.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.248.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.249.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.250.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.251.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.252.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.253.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.254.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.255.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.256.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.257.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.258.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.259.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.260.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.261.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.262.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.263.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.264.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.265.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.266.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.267.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.268.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.269.fits,NGC1977,NGC_1977_V1,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.270.fits,NGC1977,NGC_1977_V1,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.271.fits,NGC1977,NGC_1977_V1,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.272.fits,NGC1977,NGC_1977_V1,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.273.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.274.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.275.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.276.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.277.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.278.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.279.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.280.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.281.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.282.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.283.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.284.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.285.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.286.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.287.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.288.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.289.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.290.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.291.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.292.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.293.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.294.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.295.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.296.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.297.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.298.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.299.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.300.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.301.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.302.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.303.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.304.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.305.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.306.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.307.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.308.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.309.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.310.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.311.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.312.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.313.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.314.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.315.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.316.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.317.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.318.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.319.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.320.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.321.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.322.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.323.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.324.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.325.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.326.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.327.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.328.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.329.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.330.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.331.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.332.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.333.fits,NGC1977,NGC_1977_R1,R,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.334.fits,NGC1977,NGC_1977_R1,R,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.335.fits,NGC1977,NGC_1977_R1,R,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.336.fits,NGC1977,NGC_1977_R1,R,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.337.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.338.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.339.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.340.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.341.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.342.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.343.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.344.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.345.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.346.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.347.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.348.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.349.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.350.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.351.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.352.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.353.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.354.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.355.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.356.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.357.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.358.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.359.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.360.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.361.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.362.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.363.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.364.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.365.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.366.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.367.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.368.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.369.fits,NGC1977,NGC_1977_V2,V,0,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.370.fits,NGC1977,NGC_1977_V2,V,400,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.371.fits,NGC1977,NGC_1977_V2,V,200,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.372.fits,NGC1977,NGC_1977_V2,V,600,2
1,/home/jordan/ThesisData/PRISM_Data/Reduced_data/20150117.373.fits,NGC1977,NGC_1977_V2,V,0,2
